Date,Score(%),Article
2023-10-09,-11.11,以色列與巴勒斯坦衝突未歇，10月7日巴勒斯坦伊斯蘭組織「哈瑪斯」再次對以色列發動攻擊，交火至今已經有超過1100人喪生。觀光署統計，台灣目前有五個旅行團、共124人在當地觀光，今天（9日）早上雄獅旅社社共29位民眾已順利抵達台灣。有民眾回憶起當下的情形，坦言「台灣人過得太安逸，真的要有憂患意識」。以色列7日當地7日遭到激進組織哈瑪斯（Hamas）突襲，目前台灣旅行團原先有5團受困當地，其中雄獅已搭機返台，巨匠也於當地11日晚間6時從約旦飛回台灣，永信則取消部分行程，目前仍在耶路撒冷。對此，受困在當地的永信旅行社團員表示，有向旅行社建議可以退回約旦搭機返台，但卻遭到旅行社拒絕，稱處理會變得很麻煩，要他們繼續等，痛批旅行社態度消極，沒有考慮到他們的心情，「這是我們最無法接受的」。
2023-10-12,-2.34,"AsiaYo訂房領域擴及到郵輪、滑雪、海外馬拉松。（AsiaYo提供）〔記者王憶紅／台北報導〕亞洲訂房網AsiaYo宣布，將原本旅遊訂房介面，擴展到露營、郵輪、滑雪、機加酒、海外馬拉松、日本獨家關西遊程等更多元的商品，讓訂房網不再只有單一訂房的功能，而能夠一站式滿足旅客全面的需求。亞洲訂房網AsiaYo自2013年以來創立，成為國內首間專門的線上訂房平台業者，運用OTA（Online Travel Agency線上旅遊業）的優勢，突破了許多傳統困境，開創線上訂房市場大幅成長。請繼續往下閱讀...AsiaYo 在2022年實行新一輪融資計畫，共募得1250萬美元資金，包含雄獅、Klook、阿里巴巴台灣創業者基金、濤略資本、中華開發、達盈管顧旗下創投、基石創投等皆有參與，目前雄獅持股8.71%。AsiaYo行銷長游棨元表示，今年將是AsiaYo轉型突破的一年，過去以訂房為主要產品業務，近年來投入大量的科技工程團隊，開發最人性化的OTA使用介面，就是希望能夠最輕易簡便滿足旅客需求，做出與其他業者的差異化行銷。如今更大量運用最新的自動化流程系統，在訂房業務多年的實務操作上，以科技取代許多人力流程，未來會將這套科技模式套用在更多的產品發展面向上，讓AsiaYo突破訂房網的框架，提供更多元的旅遊服務。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-13,-0.74,"左3為雄獅董事總經理黃信川。（記者王憶紅攝）〔記者王憶紅／台北報導〕雄獅今日發表南極郵輪旅遊行程，雄獅董事總經理黃信川說，2018年雄獅推出過南極旅遊，當時反映不錯，因此與 Seabourn璽寶郵輪合作，以「Seabourn Pursuit 追夢號」包船為核心，推出明年底出發的南美加上南極行程，這是疫後最大一次規模的南極行程，幫旅客實踐夢想。黃信川說，日本人口1.25億人，2019年出境人口約1800萬人次，而台灣2300萬人口，2019年出境人次則有1700萬人次，台灣人真的很喜歡出國，在世界各地都去過下，南極算是國人少去的地方，因此相當看好南極旅遊，以前旅遊業者是幫旅客創造夢想，如今，則是幫旅客實踐夢想。請繼續往下閱讀...據國際南極旅遊組織協會（IAATO）統計，1950年代僅有數百人前往南極，至2022－2023年間，前往南極旅遊已逾7萬人次，相較疫情前甚至增加近40%，顯示出全球旅人對於極地旅遊的渴望和嚮往。雄獅指出，今年郵輪市場已經回到疫情前的90%，預期明年可突破2019年。根據雄獅資料顯示，2018年郵輪旅客約6000人次，2019年約1萬人次，而截至目前則有約9500人次，由於雄獅包下挪威奮進號，共推出26航次，預期明年郵輪旅客將達6.5萬人。市場預估，雄獅今年郵輪可挹注營收逾2億元。黃信川說，郵輪市場今年明顯回溫，主要是消費者在疫情的3年期間，沒有旅遊支出，且疫後機票走高，而郵輪相對其他國外旅遊費用，並未漲價，因此吸引相當多的消費者參加遊輪行程。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-14,-0.33,"「璽寶郵輪南極追夢號」在2023年完工下水，斥資超過70億台幣建造，為目前極地探險郵輪中最新、最奢華、噸位最大船隻。（雄獅旅遊提供）〔記者王憶紅／台北報導〕雄獅旅遊（2731）董事總經理黃信川指出，今年郵輪市場明顯回溫，主要是消費者在疫情的3年期間沒有旅遊支出，且疫後機票價格走高，而郵輪相對其他國外旅遊費用，並未漲價，因此吸引相當多消費者參加郵輪行程；今年國內整體郵輪市場旅客約達16萬人次，較過去每年的6、7萬人次明顯成長。左三為雄獅董事總經理黃信川。（記者王憶紅攝）雄獅昨日發表南極郵輪旅遊行程，攜手Seabourn璽寶郵輪推出南美+南極夢想行程，2024年12月啟航，預估收客約100人，可望挹注營收8000萬元。請繼續往下閱讀...雄獅2018年郵輪旅客約6000人次，2019年逾1萬人次，而今年截至目前已有約9500人次，恢復至疫情前的90%。由於雄獅明年包下挪威奮進號、共推出26航次，加上其他郵輪航次，預期明年郵輪旅客將達6.5萬人次，超越疫情前。市場預估，雄獅今年郵輪營收將逾2億元。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-17,-7.14,動物的外貌總是充滿驚奇，中國先前因為一隻有張「國字臉」的猴子爆紅，如今，廣州動物園的一隻獅子「阿杭」以齊瀏海造型再次激起網友的興趣。
2023-10-26,-1.9,"雄獅董事長王文傑。（雄獅提供）〔記者王憶紅／台北報導〕旅天下辦理現金增資發行普通股5000仟股，母公司雄獅放棄認列，預估產生處分利益約5.3億元。雄獅表示，基於子公司旅天下營運發展需求，放棄參與旅天下現金增資案，並將可認購股數全數洽雄獅最近一次停止過戶日之股東名簿記載之原股東優先認購。雄獅放棄旅天下現金增資後，致使持股比例由50.88%降至38.28％，且喪失控制力，根據會計準則，帳上先認列預估產生處分利益約5.3億元。雄獅股本9.3億元，日後若售出旅天下持股，則預估處分利益對每股貢獻達5.6元。請繼續往下閱讀...雄獅昨日以120.5元作收，受大盤影響，今日以119元開盤，盤中一度拉高到121.5元。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-10-31,-2.27,台北國際旅展本週將開跑，參展的飯店業者、旅行社等均看好疫後旅遊商機，雄獅預估，線上和實體旅展業績可挑戰翻倍成長；雲朗觀光和六福旅遊集團則觀察到國旅需求持續暢旺。
2023-10-31,-0.32,"雄獅旅遊線上旅展自本月起開跑後，整體業績較9月同期成長逾3成。圖為印度泰姬瑪哈陵。（雄獅提供）〔記者王憶紅／台北報導〕ITF台北國際旅展將於11月3日登場，雄獅旅遊表示，雄獅旅遊線上旅展自本月起開跑後，整體業績較9月同期成長逾3成，甚至較去年線上旅展業績大幅成長3倍以上，顯示國人對於出遊興致有明顯增加，預估今年線上加線下旅展整體業績可挑戰翻倍成長。雄獅表示，出境旅遊市場回溫，第3季出團人次較年初成長逾2倍，熱門旅遊國家以日本為最大宗，歐洲及東南亞同樣有不錯表現，其中越南熱門度甚至超越疫情前水準，因此看好旅展買氣。請繼續往下閱讀...雄獅旅遊今年首度以「雙主場」形式參展ITF，分為主場館以及雄獅郵輪館，雄獅表示，主場館主打出國萬元有找，包括首爾滑雪跟、香港3日自由行，另外，針對國人喜愛的日本，也有雄獅包列東北EMOTION夢幻餐廳列車，以及搭乘包機直飛山形，今年還首度推出印度跨年行程，帶領旅客在泰姬瑪哈陵迎接2024第一道曙光。看好郵輪旅遊復甦強勁，雄獅郵輪館則主打最新來台「挪威郵輪奮進號」、歌詩達莎倫娜號、MSC榮耀號。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-01,0.0,【旅遊經 洪書瑱報導】
2023-11-03,0.0,"明年3月開放赴中旅遊團，雄獅樂觀以對。（雄獅提供）〔記者王憶紅／台北報導〕針對交通部的赴中國旅遊禁團令2024年春節前解除，3月開放出團一事，雄獅旅遊表示，樂觀以待，將配合主管機關政策積極準備。雄獅表示，中國因文化相近、沒有語言隔閡，台灣消費者對中國旅遊有一定期待，且隨著兩岸直航航點陸續恢復，商務往來及旅遊需求增加，預估還有一波台胞證辦理熱潮。請繼續往下閱讀...雄獅旅遊指出，目前已針對既有直飛航點城市做產品規劃，但初期受限於航班恢復率，以及直航航點等因素，產品規劃將朝向「複合性」、「深度性」兩大方向。複合性會以現有直飛航點為基礎，結合周邊省分推出雙拼遊，天數拉長，讓旅遊面向更廣泛；深度性則是以現有直航航點老中求新，同中求異來包裝更具亮點的深度旅遊行程，滿足不同旅客的需求。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-04,0.0,疫後旅遊市場起飛，旅行社高層均看好明年營運成長，雄獅總經理賴一青指出，未來旅遊市場很難再回去過去的價格，來自匯率油價等成本上漲；鳳凰總經理卞傑民表示，團體機位量能供給變少、旺季團費上漲會更明顯。
2023-11-04,0.0,疫後旅遊市場起飛，旅行社高層均看好明年營運成長，雄獅總經理賴一青指出，未來旅遊市場很難再回去過去的價格，來自匯率油價等成本上漲；鳳凰總經理卞傑民表示，團體機位量能供給變少、旺季團費上漲會更明顯。
2023-11-05,7.02,ITF台北國際旅展今(5)日適逢周日，一早就吸引大批民眾前來排隊入場。泰國館因為泰國推出台灣民眾遊泰免簽30天，吸引不少人潮，旅行社表示自從公布泰國免簽證，民眾詢問度增加4至5成，買氣增加2到3成。
2023-11-06,-1.28,"投信今賣南亞科2987張，居賣超之冠，已連7砍（資料照）〔財經頻道／綜合報導〕投信今再買超14.86億元，依舊青睞聯電（2303），今再買超3210張，續登買超王，至於南亞科（2408）則已連7日遭砍出，今再賣2987張，居賣超第1名。投信今買超14.86億元，買進標的，以傳產居多，其次是電子，至於金融股也有回補，而今買超前10大，依序為聯電買3210張、長榮航（2618）買3124、金像電（2368）買1183張、定穎投控（3715）買900張、裕民（2606）買897張、雄獅（2731）買895張、聯詠（3034）買815張、遠傳（4904）買731張、彰銀（2801）買716張、雲品（2748）買693張。請繼續往下閱讀...至於賣超前10大，則火力集中在電子股，10席中就佔了9席，而賣超依序為南亞科賣2987張、廣達（2382）賣2239張、技嘉（2376）賣2104張、華邦電（2344）賣1345張、鴻海（2317）賣1035張、緯創（3231）賣960張、力成（6239）賣743張、友達（2409）賣655張、群光（2385）賣642張、美時（1795）賣610張。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法交通部釋出，明年3月開放赴中旅遊團，航空、觀光股可望將是本週盤面焦點。（雄獅提供）記者王憶紅／專題報導疫後最大的旅展-ITF台北國際旅展今（6）日將正式落幕，在多家航空公司，以及飯店、餐飲業者都交出一張亮麗的營運成績單下，加上上週五交通部釋出明年春節前解除赴中國旅遊的「禁團令」，並預計明年3月開放台灣團客前往中國旅遊的消息下，市場人士認為，除旅展業績成長的基本面外，在赴中旅遊團題材的加持，航空、觀光股可望將是本週盤面焦點。市場人士表示，疫情期間的國旅大爆發、疫後的開放國境旅遊，都激勵航空、觀光旅遊股股價有一波表現，在開放赴中旅遊團消息的激勵下，預期航空、觀光旅遊股可望再次受惠。請繼續往下閱讀...對於主管機關恢復兩岸團體旅遊，雄獅（2731）樂觀以待，雄獅指出，中國因文化相近、沒有語言隔閡，台灣消費者對中國旅遊有一定期待；山富旅遊（2743）之前東北亞、中國以及其他地區各約佔營收三分之一，顯示中國開放旅遊團對旅行社的挹注相當大。華航（2610）、長榮航（2618）則指出，會密切關注政策動態，將依客源變化與市場需求，評估安排航點及航班，適時復飛或增班滿足旅客需求。另外，航空、觀光旅遊業者在ITF旅遊展期間的業績多較去年成長10-20%。而華航、長榮航更直指，未來高票價是常態，且在持續復航、增班下，明年營運一定比今年好。華航表示，在通膨影響，以及提高旅客更好的享受，包括餐飲成本、地面代理費用等都會增加，再加上未來會使用生質燃油，在成本皆墊高下，航空高票價將是常態，「目前看不到航空公司低價促銷」。目前華航平均票價較疫情前上漲約30%，長榮航則上漲50%。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-08,1.82,疫後旅遊大噴發，旅行社龍頭雄獅旅行社10月營收淨額達26.1億元，年增553％，並創下疫後以來單月新高，同時也逼近疫情前表現，前10月營收180億元，較去年同期大幅成長740％。雄獅轉投資的旅天下同樣交出好成績，10月合併營收站上3.63億元，較去年同期增加2371％，創下單月歷史新猷，前10月合併營收約23億元，較去年同期大幅成長2029％，再創同期新高，甚至超越疫情前2019年前10月累計合併營收，提升近10％。
2023-11-09,0.88,"雄獅董事長王文傑。（雄獅提供）〔記者王憶紅／台北報導〕雄獅旅行社（2731）第三季單季合併營收66.5億元，較上季增加約21%，EPS 2.83元，創上市後單季獲利新高。前三季合併營收154.5億元，年增782%，稅後淨利為5.8億元，每股盈餘為6.4元。展望後市，雄獅表示，跨年與春節假期將延續出遊熱潮，目前春節旅遊商品銷售賣況已近70%，訂單能見度甚至已到明年暑假，預估整體成長動能將延續至2024年，對未來營運展望保持樂觀。請繼續往下閱讀...雄獅旅遊表示，第三季營收表現和毛利率逐季走揚，受惠於出境旅遊市場復甦，暑假和企業獎勵旅遊需求熱絡，營收已恢復至2019年疫情前85%，由於日幣匯率下滑及強化採購成本控管，加上疫後政策性縮減門市數量及員工人數，因此營業費用大幅減少，毛利率及淨利率持續維持高檔。第三季若以目的地分析熱門旅遊區域，雄獅表示，日本、歐洲表現最為亮眼，歐洲線整體營收已恢復至疫前9成，而進入獎勵旅遊旺季以來，已承接數家大型壽險業、直銷業、金融業等企業MICE團大單，再加上郵輪旅遊暑期銷售暢旺，皆為營收挹注強勁動能。此外，雄獅旅遊10月份放棄子公司旅天下國際聯合旅行社現金增資，並喪失控制力所產生之處分投資利益，按照IFRS會計原則將於第四季認列業外收入，預計第四季對每股盈餘貢獻超過5.6元。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法雄獅10月營收26.1億元，創疫後新高。（雄獅提供）〔記者王憶紅／台北報導〕雄獅旅行社（2731）10月營收26.1億元，年增553%，較上個月增加4.0億元，月增18%，並創下疫後以來單月新高，同時也逼近疫情前2019年同期表現。累計前10月營收180億元，較去年同期大幅成長740%。受惠10月營收再刷新高，雄獅今日開高走高，盤中一度攻高到140元，漲幅2.9%。請繼續往下閱讀...雄獅指出，出境旅遊市場持續加溫，受惠於雙十連假出遊、郵輪業務及獎勵旅遊大團等推升營收走揚，而10月1日開跑的線上旅展也挹注助攻，銷售表現則以日本線和歐洲線最為亮眼。此外，國旅需求持續暢旺，未受出境旅遊快速復甦的影響，業績仍維持成長。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-16,-0.75,耶誕跨年不想當邊緣人！全台特色迎曙光新玩法　雄獅一日遊只要599起疫後旅遊大復甦，為了解決商家或展館人力（缺工）上的限制，由工研院育成、雄獅旅遊轉投資的豐趣科技成立8年來，積極整合國內餐飲、住宿、門票、交通等各項旅遊資源，不但替故宮、海生館、科教館與知名風景或樂園，成功打造線上（售票官網）與線下（自動售票系統）完整的電子票證系統，更拿下國內旅遊電子套票市場8成市占，並將跨足日本與泰國滿足客戶一站式行銷，讓消費者採購過程符合低碳與零接觸需求。
2023-11-17,-0.48,"台灣加權指數週五（17日）上漲37.77點，或0.22%，收17208.95點。（資料照）〔財經頻道／綜合報導〕美股主要指數週四多收高，但出現漲勢放緩跡象，僅道瓊工業指數受到思科、沃爾瑪財測不佳影響而下跌。台灣加權指數週五（17日）以小跌15.32點的17155.86點開出，在開低震盪後拉高翻紅，終場上漲37.77點，或0.22%，收17208.95點，成交金額2943.52億元。類股部分，觀光、橡膠、生技表現強勁。觀光族群今日數檔個股漲停，包括夏都（2722）、寒舍（2739）、雲品（2748）、鳳凰（5706），而六福（2705）、雄獅（2731）漲幅也分別達7.67%和8.74%。請繼續往下閱讀...前10大成交額漲多跌少，威盛終場漲4元，收164元，成交額140.70億元，排名第1；台積電跌3元，收580元，成交額127.57億元，排名第2；智原漲停，收351元，成交額117.41億元，排名第3；創意漲60元，收1735元，成交額74.10億元，排名第4；廣達平盤，收208.5元，成交額56.07億元，排名第5。世芯-KY漲140元，收3230元，成交額53.86億元，排名第6；材料-KY跌1元，收966元，成交額52.46億元，排名第7；愛普*漲21元，收456元，成交額50.72億元，排名第8；聯電漲0.95元，收49.75元，成交額50.27億元，排名第9；長榮航漲0.15元，收32.15元，成交額48.41億元，排名第10。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法雄獅冬季促銷。（擷取自雄獅官網）〔財經頻道／綜合報導〕疫後出國旅遊需求快速復甦，加上旺季需求帶動，雄獅（2731）下半年營運有撐，吸引市場青睞，今（17日）早盤以144元開出、上漲1元開出後，之後買盤持續簇擁，股價持續攀升往漲停方向力挺，在10點31分時一度觸及156元，上漲9%，成交量超過1.1萬張。雄獅第3季獲利創單季新高；法人認為，第4季有楓葉季、雪季及獎勵旅遊加持，訂單動能暢旺，預計今年可望賺進逾一個股本。投信自9月起已連續3個月買進雄獅，自營本月至昨日，累計買進163張。請繼續往下閱讀...展望2024年，雄獅看好第1季有跨年與春節假期將延續出遊熱潮，目前春節旅遊商品銷售賣況已近7成，訂單能見度也已來到暑假，對未來營運展望保持樂觀。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-20,-2.56,"赴中旅遊團不受2000人限制，帶動航空、旅行社股上週股價走勢強勁。（資料照）記者王憶紅／專題報導針對旅遊團赴中旅遊初期以每日2,000人為限一事，交通部長王國材表示旅行業者可以放心攬客，屆時會再進行調整。受到開放赴中旅遊團不受2,000人限制，有利於未來航空載客量、旅行社出團數激勵，航空、旅行社股上週股價走勢強勁，帶動觀光類指數上週漲幅近9%，在類股中表現居冠；市場人士表示，今年已有多家航空、旅行社股獲利創新高，明年在赴中旅遊團加持下，營運可望再添助力，在題材持續下，股價仍有表現空間。航空股長榮航（2618）、華航（2610）上週股價都創短期波段新高。市場人士指出，長榮航、華航第四季受惠雙十連假、11月日韓賞楓以及歐美紐澳耶誕市集、跨年等出遊熱門節日，客運熱度可望延續，再加上第四季為航空貨運旺季，可望為營收帶來穩健成長動能。就赴中旅遊方面，2家公司也都將密切關注政策動態，並依客源變化與市場需求，評估安排航點及航班，適時復飛或增班滿足旅客。請繼續往下閱讀...旅行社方面，雄獅（2731）、鳳凰（5706）、五福（2745）、山富（2743）、旅天下（6961）等也已配合主管機關政策，積極在為赴中旅遊團做準備。雄獅受惠於出境旅遊市場復甦，暑假和企業獎勵旅遊需求熱絡，第三季營運表現亮眼，單季每股稅後盈餘（EPS）2.83元，創下歷史新高；累計前三季EPS為6.4元，預期今年將可望輕鬆越過2017年EPS歷史新高的6.5元。鳳凰第三季EPS為0.8元，賺贏上半年，累計前三季EPS為1.58 元，全年獲利可望創近4年新高。五福前三季EPS達5.52元，已創下掛牌來的年度新高。山富前三季EPS為7.21元，亦創下掛牌以來的年度新高。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法疫後，特殊性產品受到國人青睞，南極旅遊銷售速度較之前快。圖為鳳凰推出的南極之旅。（鳳凰董事長張巍耀提供）記者王憶紅／專題報導疫後因國際航班運能尚未恢復，以及飯店、食物、交通等價格上漲，使團費漲幅最高約20-30%，但仍不減旅客出國熱情。根據雄獅旅遊（2731）調查，疫後尤其是具「產品特殊性」與「市場稀缺性」特質的旅遊商品更獲旅客青睞，儘管一人最低費用20萬元、或是要價上百萬元的特殊、稀缺旅遊行程，旅客下單速度都較疫情前快，銷售表現更比預期的好。雄獅指出，疫後旅客旅遊喜好明顯發生變化，更傾向選擇單國、單點的深度之旅，以明年底出發的南極郵輪之旅為例，主打最新下水的奢華探險郵輪「璽寶郵輪追夢號」，南美加南極之旅每人售價75.9萬元至112萬元不等，自10月展開宣傳活動後，詢問度明顯提升，銷售成績也有5倍成長。請繼續往下閱讀...鳳凰（5706）也推出明年11月出發的「絕美南極登陸特別企劃之旅」，雖然團費74.9萬元起跳，但首場發表會即爆棚，客戶下單速度也比前一次推出時的2020年還快。除南極旅遊外，鳳凰今年4月開賣、明年上半年出發、售價約25萬元的多瑙河河輪之旅，7月即宣告完銷，看好整個台灣旅遊市場對於河輪旅遊的接受度明顯增加，鳳凰日前又推出明年11月出發的多瑙河河輪之旅。鳳凰總經理卞傑民指出，目前客戶下單速度超乎預期。針對稀缺旅遊產品部分。雄獅指出，旗下主打高檔精緻旅遊品牌的Signature璽品旅遊，今年已取得日本九州七星、TRAIN SUITE四季島、曙光瑞風三大頂級觀光列車的包車趟次，皆獲得市場不錯迴響，套裝行程最低價一人28萬元起跳的九州七星列車，甚至創下開賣1小時內，限量20席全數銷售一空的佳績。明年璽品還將推出九州七星及曙光瑞風限量席次，目前曙光瑞風已接近完銷，九州七星也僅剩零星席次可銷售。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法疫後旅遊出現質變跡象，除環遊世界、南極探險、歐洲河輪、日本鐵道之旅等外，豪華露營等需求也都明顯增多。（丹內丹內野奢莊園提供）記者王憶紅／專題報導觀光旅遊股營運表現國境解封在今年10月13日屆滿一週年，隨著國際航班運能穩定增加，出入境旅客逐步恢復，而甫閉幕的2023年ITF台北國際旅展，總進場人數達34萬餘人次，較去年成長76%。其中週末2天就超過21萬人次進場，超越疫情前入場人次。多家業者皆表示買氣恢復，甚至超越疫前水準。112年1至9月出國與來台旅客人數旅遊業已明顯復甦。不過，疫後旅遊卻悄悄出現質變跡象。根據調查，高端旅遊的需求較2019年疫情前增加20-30%，除環遊世界，包括價格不菲的南極探險、歐洲河輪、日本鐵道之旅等外，國內的豪華露營Glamping等需求也都明顯增多。請繼續往下閱讀...而飯店業在疫情期間經過一番洗禮後，新登場的飯店也多朝向加盟國際觀光連鎖飯店集團，因有固定的基本會員及品牌優勢；就目前觀察，國內以國際觀光客為主的飯店，因國際旅客回流，房價明顯恢復，而以國旅為主的飯店，則因需求減少下，考驗才剛要開始。根據交通部觀光局資料顯示，9月單月入境53.86萬人次，為疫情前2019年同期的67.8%，累計1-9月入境達436.14萬人次，約為2019年同期入境879.13萬人次的49.6%。而9月單月出境108萬人次，為2019年同期的78.7%，累計1-9月出境則達842.34萬人次，約達2019年同期出境1,304.9萬人次的64.55%。出入境人次逐步恢復。其中，出境旅遊復甦力道更為明顯，根據雄獅旅遊（2731）調查發現，疫後高端旅遊的需求較疫情前2019年增加20-30%，且選擇長天數旅遊產品的旅客增加，並轉而熱衷定點深度且完整的旅遊型態，具「產品特殊性」與「市場稀缺性」特質的旅遊商品更是受到青睞。雄獅旅遊董事總經理黃信川表示，2年多的疫情，讓國人累積了2-3年的旅遊預算，且國人出國旅遊興盛，很多國家都去過了。因此會開始想要挑戰較為特殊、稀缺性的旅遊景點，且疫情期間改變很多人的想法，包括感嘆那些旅遊景點沒有去過、要即時完成人生夢想等，因此高端旅遊需求在疫後明顯增多，以前旅行業者是要幫旅客「創造夢想」，而現在則是要幫旅客「實現夢想」。新開幕以及即將開幕的飯店，也多朝向加盟國際觀光連鎖集團飯店，包括試營運中的台北漢來飯店，加盟法國羅浮宮酒店集團（LVH）聯盟旗下金鬱金香酒店集團；而福容大飯店嘉義店則與跨國酒店集團IHG洲際酒店結盟，預計最快在2024年第一季以嘉義福容voco酒店試營運；另外，台北國賓大飯店與日本飯店品牌Palace Hotel Tokyo合作的新飯店將在2028年開業迎賓，未來國內的國際連鎖觀光飯店將顯著增多。房價走高 解封至今未見回檔疫情期間，國旅大爆發，推升以國旅為主的飯店、渡假飯店等住房價格明顯走高，即使國境解封至今，國內飯店、渡假飯店住房價格尚未看到回檔。業內人士指出，主要是原物料上漲，再加上缺工等問題，導致飯店營運成本提高，因而住房價格尚未因國境解封而走低，但在國旅需求減少下，後續住房價格壓力將明顯增加。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
2023-11-21,-1.77,超商7-ELEVEN聖誕禮物福袋要來了！這次福袋和7大肖像合作，規劃4種價位、10種類型態，共開發出23款全新福袋，其中還有一款為OPEN POINT會員限定款「聖誕倒數月曆精品福袋」提前11月27日APP預購，其餘則於將在12月1日開搶，限量26.3萬個，這次頭獎首度祭出總價近700萬的賓士和BMW純電動豪華旗艦休旅車，還有「雄獅旅遊-璽寶追夢號南極經典17日」、「星宇航空-美國舊金山雙人來回機票」等獎項。
2023-11-24,0.0,"投信重擊中鋼，今賣出1萬8721張，連4日賣超皆在萬張之上，累計賣逾6.25萬張。（資料照）〔財經頻道／綜合報導〕投信已連4天賣超台股，今（24日）再賣4.8億，而受傷最重則非開發金（2883）莫屬，已連4天遭投信瘋狂殺出，且天天居賣超榜首，今再砍4萬3438張，除了開發金難逃投信魔掌外，中鋼（2002）也是苦主，今遭賣出1萬8721張，不僅遭連6天，更連4日賣超皆在萬張之上，累計賣逾6.25萬張。投信今賣超前10大個股，依序為開發金賣4萬3438張、宏碁（2353）賣1萬8920張、中鋼賣1萬8721、廣達（2382）賣5220張、南亞科（2408）賣4979張、長榮航（2618）賣4213張、緯創（3231）賣2296張、晶豪科（3006）賣1245張、雄獅（2731）賣964張、台光電（2383）賣912張。請繼續往下閱讀...至於買超前10大個股，依序為聯電（2303）買1萬3819張、統一（1216）買7456張、台泥（1101）買4471張、遠東新（1402）買4015張、第一金（2892）買3147張、上海商銀（5876）買2341張、南亞（1303）買1942張、遠傳（4904）買1647張、台灣大（3045）買1471張、飛宏（2457）買1395張。一手掌握經濟脈動
    點我訂閱自由財經Youtube頻道不用抽 不用搶 現在用APP看新聞 保證天天中獎　
    點我下載APP　
    按我看活動辦法"
